ptf,PTFS,PTFG,PTFH1,PTFH2,PTFH3,PTFH4,PTFH5,HVSC
150,149.93,160,129.99,156,136.99,121.85,149.99,12.33
150,150,170,135,160,140,129.99,150,13
160.01,150,170.57,140.04,168.05,144.44,138.08,152.01,13.5
139.99,160.01,140,120.01,140,121,108.44,145.99,14.5
140,139.99,130.01,129.99,140,121,100,144.16,15
140,140,140,130,140,140,117.99,149.99,15.5
130,140,129.99,129.99,119.98,139.99,101.01,149.99,15.67
129.99,130,140.01,120,100.05,139.99,100,149.99,16.5
123.87,129.99,130,90,100.04,111.01,100,147,16
90,123.87,90,90,100,100.09,100.01,140,16
119.99,90,99.99,120,110,121,101.01,124,15
130.01,119.99,140,120.01,140,120.01,100,116.79,14.5
119.99,130.01,129.99,90,120,110.01,100,115,13.67
149.99,119.99,149.99,130,156.01,144.87,130,139.99,13
139.99,149.99,134.92,90,120,122.05,104.99,120,12.5
139.99,139.99,135,99.99,100,107.99,100,100,13
84.99,139.99,99,90,99.99,100,99.99,100,13
72,84.99,89.99,69.99,99.99,99.99,99.99,99.99,13.5
69.99,72,80,60,99.99,99.99,99,99.99,13.33
60,69.99,72,50.01,99.99,99.99,99,99.99,13
70,60,90,60.01,99.99,99.99,99.99,99.99,13.5
72,70,100.01,71.99,99.99,99.99,99.99,100,13
129.99,72,129.99,99.99,99.99,100,99.99,100,13.5
130,129.99,149.93,100,100,100,100,108,14.5
150,130,150,132.99,150,119.8,100,129.99,15.33
150,150,150,144.11,153.01,120,105.35,149.99,17.5
165.84,150,160.01,150,159.99,120,100.06,150,18
130,165.84,139.99,131.11,100.1,100.06,100,122,18
134.95,130,140,120,123.74,111,100,137,17.5
139.99,134.95,140,130,135,120.01,111,149.99,18.5
130,139.99,130,130,100.1,120,100,149.99,17.33
130,130,129.99,130,122.49,119.99,100,149.99,17.5
129.99,130,123.87,120,100.07,100.04,100,149.99,16
98,129.99,90,100,100,100,105,149.94,16
108,98,119.99,100,125.74,111,109.99,141.22,16
120,108,130.01,119.99,138,110.03,100,129,16
90.01,120,119.99,100,100.1,100.08,100,110.01,15.33
149.99,90.01,149.99,129.99,150,139.77,120,147,15
135.02,149.99,139.99,100,137.99,119.63,100,125.01,14.5
129.93,135.02,139.99,99.99,99.99,120,111.64,101.03,14
90,129.93,84.99,99.99,99.99,100,100,100,13.5
67.99,90,72,94.99,99.99,100,99.99,100,14.5
36,67.99,69.99,71.99,98.99,100,99.99,100,14
36,36,60,60.01,94,100,99.99,99.99,14.5
36,36,70,60.01,98.99,100,99.99,100,15
36,36,72,69.99,80.58,99.99,99.99,99.99,15
44,36,129.99,94.99,99.99,100,99.99,100,14.5
89.99,44,130,99.99,99.99,100,100,100,15.5
90,89.99,150,100,100,127.62,100,120,14.33
127.99,90,150,100,120,130.01,100,130.36,12.5
160,127.99,165.84,130,135,139.99,120,148.72,13
110.01,160,130,100,100,120,100.06,140,15
108,110.01,134.95,100,100,111,100,129,15.5
90,108,139.99,100,100,110.08,100,122,16
90,90,130,99.99,100,100.06,100,120,16.33
90,90,130,99.99,100,100,100,108.45,15
89.99,90,129.99,99.99,99.99,100,99.99,110.09,16
89.99,89.99,98,80,99.99,100,100,120.01,16.5
90,89.99,108,99.99,100,119,100,120,15
90,90,120,99.99,100,120,100,114.42,15
90,90,90.01,99.99,100,100.09,99.99,109.01,15
90,90,149.99,100,115.77,140,100,120.01,13.5
89.99,90,135.02,99.99,100,130,100,110.09,12.5
140,89.99,129.93,129.94,99.99,100,100,107.99,13
80,140,90,90,90,99.99,99.99,100,13
43.99,80,67.99,50,70.01,99.99,99.99,99.99,13
36,43.99,36,36,50.03,98,98.9,99.99,13
36,36,36,36,49.99,86,99.99,99.99,12
36,36,36,36,36,86,74,99.99,12
35.99,36,36,35.99,35,71.99,49.99,99.99,12
35.99,35.99,44,35.99,26,68,49.99,99.99,13
40,35.99,89.99,54.99,36,98,75,99.99,14
89.99,40,90,89.99,72,99.99,99.99,100,14
90,89.99,127.99,89.99,90,100,100,100,14.5
123,90,160,89.99,99.99,100,100,100.1,16
90.01,123,110.01,89.99,98.99,100,100,100.07,15.5
98,90.01,108,89.99,90,100,100,110.01,16
90,98,90,89.99,89.99,100,99.99,101.03,17
90,90,90,89.99,71.99,100,99.99,100.06,17
90,90,90,89.99,69.99,100,99.99,100,18
89.99,90,89.99,72,70.01,100,99.99,110,17.5
90,89.99,89.99,89.99,83.99,100,100,140,17
129.99,90,90,89.99,99.99,119.99,119.99,140,16
150,129.99,90,90,99.99,139.99,110,126.99,15.5
149.99,150,90,90,99.99,119.99,100,113.14,15.67
149.99,149.99,90,90,99.99,131.38,100,114.32,14
97.99,149.99,89.99,89.99,99.99,100.02,100,100.06,13.5
139.99,97.99,140,90,50.08,100,99.99,100,13.5
79.99,139.99,80,72,36,99.99,98.99,99.99,14
45.01,79.99,43.99,36,26,99.99,68,99.99,13.5
36,45.01,36,36,19.99,99.01,71.99,90.01,12.33
36,36,36,36,19.99,99,68,80.9,13
36,36,36,36,26,99.99,78.98,99.99,11.5
45,36,35.99,70,35.99,99.99,75.26,99.99,12
89.99,45,35.99,99.99,59.99,100,99.99,100,14.5
149.97,89.99,40,129.99,99.99,140,100,107.99,15
149.99,149.97,89.99,130,100,149.99,134.92,140,15.5
150,149.99,90,150,120,159.99,139.99,149.99,16
150,150,123,160,135.35,170,140,150,17
149.99,150,90.01,149.99,100,150,107.89,149.45,17.5
149.99,149.99,98,150,100,150,107.89,149.99,18
150,149.99,90,150,100,170,111.01,150.29,19
149.99,150,90,149.99,100,160,110,150,18.67
149.99,149.99,90,139.99,100,159.99,100,150,19
149.99,149.99,89.99,120.01,99.99,150,100,152.95,19
149.99,149.99,90,90,95,149.99,100,149.99,18
149.99,149.99,129.99,129.99,99.99,165.87,100,141.23,17.5
149.99,149.99,150,130,99.99,162.92,100,136.03,17
149.99,149.99,149.99,120,99.99,150,99.99,114.77,16.33
150,149.99,149.99,90,100,166.59,100,141.23,16.5
149.99,150,97.99,90,99.99,149.99,100,117.03,15
149.99,149.99,139.99,120.01,99.99,128.36,100,100.06,14.5
140,149.99,79.99,90,68,100,99.99,100,15
100.08,140,45.01,89.99,40.01,100,78.99,99.99,12.5
80,100.08,36,50.05,36,100,70.47,99.99,13
80,80,36,50.05,35.99,100,70,99.99,13
100.1,80,36,50.09,40,100,72,99.99,13
130,100.1,45,68,49.99,100,72,99.99,13.5
140.01,130,89.99,90,69.99,100,99.99,100,15
149.99,140.01,149.97,134.99,99.99,149.99,100,119.58,17
150,149.99,149.99,150,100,160,100,140,18.67
150,150,150,159.99,100,169.62,105.99,140,18
158.27,150,150,165.15,100,174.93,106,144.46,18
149.99,158.27,149.99,150,99.99,150,100,139.99,18
149.99,149.99,149.99,149.99,99.99,165.87,100,140.45,19
149.99,149.99,150,149.99,99.99,169,100,140.51,20
149.95,149.99,149.99,149.99,99.99,150,100,136.99,19.33
149.99,149.95,149.99,149.99,99.99,149.99,100,139.99,19.5
149.99,149.99,149.99,130,99.99,141.95,100,138.15,20
140,149.99,149.99,119.99,74.6,145,100,140.49,19.5
140,140,149.99,129.99,85.01,159.99,100,134.99,18.5
149.93,140,149.99,149.99,99.99,159.99,100,120,16.5
139.99,149.93,149.99,130,99.99,149.99,100,107.98,16.67
150,139.99,150,150,100,170,130,141.23,16
149.99,150,149.99,130,99.99,150,100,119.11,17
149.99,149.99,149.99,134.97,89.99,140,100.08,100,17.5
139.99,149.99,140,110,80,100,100,99.99,17
105,139.99,100.08,90,69.99,100,99.99,99.99,16
83.99,105,80,90,65.01,100,99.99,99.99,15.67
80.01,83.99,80,89.99,65.01,100,99.99,99.99,15
80.01,80.01,100.1,90,70,100,99.99,99.99,13
83.99,80.01,130,90,79.99,100,99.99,99.99,14
139.99,83.99,140.01,110.01,89.99,100.01,99.99,100,17.5
149.99,139.99,149.99,149.93,90,149.99,115,110,18.5
149.99,149.99,150,160,120.01,169.99,134.99,140,19.33
150,149.99,150,170,139.09,170,140,140.8,20
150,150,158.27,170.57,140.02,179.99,146.99,141.22,21
149.99,150,149.99,140,120.01,168.89,118,128.99,23
149.99,149.99,149.99,130.01,120.01,162.93,115,122,24
149.99,149.99,149.99,140,130.01,170,117.99,122,25.5
149.99,149.99,149.95,129.99,100.1,169.26,115,122.45,26.33
140.01,149.99,149.99,140.01,100.02,165,111.01,122,27
140.01,140.01,149.99,130,92,149.99,100,120,26.5
130,140.01,140,90,90,148.49,100,129.99,25.5
134.91,130,140,99.99,95.01,149.99,100,135,24
140,134.91,149.93,140,100.01,149.99,100,106,23
139.99,140,139.99,129.99,92,139.99,100,100.04,22
150,139.99,150,149.99,120.01,165.87,115,140,20.5
149.99,150,149.99,134.92,90,140.01,100,114.75,20.5
149.99,149.99,149.99,135,89.99,100,119.99,100,18.5
139.99,149.99,139.99,99,89.99,99.99,100,99.99,18
130,139.99,105,89.99,72,99.99,99.99,99.99,18
129.99,130,83.99,80,69.99,99.99,99.99,99.99,16
129.99,129.99,80.01,72,50.01,99.99,99.99,99.99,14
129.99,129.99,80.01,90,60.99,99.99,99.99,99.99,13.5
129.99,129.99,83.99,100.01,72,99.99,99.99,99.99,13
149.97,129.99,139.99,129.99,89.99,100,100,99.99,16
149.99,149.97,149.99,149.93,90,140,110.2,100,17.5
160,149.99,149.99,150,129.99,156,136.99,121.85,17.67
165.01,160,150,150,135,160,140,129.99,19.5
170.6,165.01,150,160.01,140.04,168.05,144.44,138.08,20
150,170.6,149.99,139.99,120.01,140,121,108.44,21
150,150,149.99,140,129.99,140,121,100,21
154,150,149.99,140,130,140,140,117.99,20
150,154,149.99,130,129.99,119.98,139.99,101.01,19
150,150,140.01,129.99,120,100.05,139.99,100,19
149.99,150,140.01,123.87,90,100.04,111.01,100,20
149.99,149.99,130,90,90,100,100.09,100.01,20
149.99,149.99,134.91,119.99,120,110,121,101.01,19.5
149.99,149.99,140,130.01,120.01,140,120.01,100,19
141.49,149.99,139.99,119.99,90,120,110.01,100,17.67
150,141.49,150,149.99,130,156.01,144.87,130,16.5
150,150,149.99,139.99,90,120,122.05,104.99,17
149.99,150,149.99,139.99,99.99,100,107.99,100,17
140,149.99,139.99,84.99,90,99.99,100,99.99,14.5
130,140,130,72,69.99,99.99,99.99,99.99,14
129.97,130,129.99,69.99,60,99.99,99.99,99,13.67
126,129.97,129.99,60,50.01,99.99,99.99,99,15
130,126,129.99,70,60.01,99.99,99.99,99.99,15.5
129.99,130,129.99,72,71.99,99.99,99.99,99.99,15
139.99,129.99,149.97,129.99,99.99,99.99,100,99.99,16
139.99,139.99,149.99,130,100,100,100,100,16
150,139.99,160,150,132.99,150,119.8,100,15.33
150,150,165.01,150,144.11,153.01,120,105.35,18.5
149.99,150,170.6,165.84,150,159.99,120,100.06,19.5
129.99,149.99,150,130,131.11,100.1,100.06,100,20
110,129.99,150,134.95,120,123.74,111,100,20
149.94,110,154,139.99,130,135,120.01,111,20.5
130,149.94,150,130,130,100.1,120,100,20
140,130,150,130,130,122.49,119.99,100,19
130,140,149.99,129.99,120,100.07,100.04,100,18
110,130,149.99,98,100,100,100,105,17
110,110,149.99,108,100,125.74,111,109.99,16
130,110,149.99,120,119.99,138,110.03,100,15
110,130,141.49,90.01,100,100.1,100.08,100,15.33
150,110,150,149.99,129.99,150,139.77,120,14.5
149.99,150,150,135.02,100,137.99,119.63,100,13
120,149.99,149.99,129.93,99.99,99.99,120,111.64,13
110,120,140,90,99.99,99.99,100,100,13
109.99,110,130,67.99,94.99,99.99,100,99.99,13
103,109.99,129.97,36,71.99,98.99,100,99.99,12.33
102.99,103,126,36,60.01,94,100,99.99,12.5
102.99,102.99,130,36,60.01,98.99,100,99.99,12
80.01,102.99,129.99,36,69.99,80.58,99.99,99.99,12.5
109.99,80.01,139.99,44,94.99,99.99,100,99.99,13
140,109.99,139.99,89.99,99.99,99.99,100,100,14.5
149.99,140,150,90,100,100,127.62,100,15.33
150,149.99,150,127.99,100,120,130.01,100,17.5
170.01,150,149.99,160,130,135,139.99,120,18.5
150,170.01,129.99,110.01,100,100,120,100.06,20.5
149.99,150,110,108,100,100,111,100,20
149.99,149.99,149.94,90,100,100,110.08,100,22
149.99,149.99,130,90,99.99,100,100.06,100,20.67
140,149.99,140,90,99.99,100,100,100,21
120,140,130,89.99,99.99,99.99,100,99.99,20.5
119.99,120,110,89.99,80,99.99,100,100,19
119.99,119.99,110,90,99.99,100,119,100,17
129.99,119.99,130,90,99.99,100,120,100,16.5
110,129.99,110,90,99.99,100,100.09,99.99,15
149.99,110,150,90,100,115.77,140,100,15.5
134.91,149.99,149.99,89.99,99.99,100,130,100,14
140,134.91,120,140,129.94,99.99,100,100,14
132,140,110,80,90,90,99.99,99.99,13
120.01,132,109.99,43.99,50,70.01,99.99,99.99,13
72,120.01,103,36,36,50.03,98,98.9,13
72,72,102.99,36,36,49.99,86,99.99,13
70,72,102.99,36,36,36,86,74,12.5
35.99,70,80.01,35.99,35.99,35,71.99,49.99,12
36,35.99,109.99,35.99,35.99,26,68,49.99,13
107.99,36,140,40,54.99,36,98,75,13.5
109.99,107.99,149.99,89.99,89.99,72,99.99,99.99,13.67
110,109.99,150,90,89.99,90,100,100,15.5
110,110,170.01,123,89.99,99.99,100,100,17
110,110,150,90.01,89.99,98.99,100,100,18.5
110,110,149.99,98,89.99,90,100,100,20
110,110,149.99,90,89.99,89.99,100,99.99,21
110,110,149.99,90,89.99,71.99,100,99.99,21
110,110,140,90,89.99,69.99,100,99.99,21
109.99,110,120,89.99,72,70.01,100,99.99,21
109.99,109.99,119.99,90,89.99,83.99,100,100,19
110,109.99,119.99,129.99,89.99,99.99,119.99,119.99,17.5
110,110,129.99,150,90,99.99,139.99,110,16.5
110,110,110,149.99,90,99.99,119.99,100,15.33
110,110,149.99,149.99,90,99.99,131.38,100,14
109.99,110,134.91,97.99,89.99,99.99,100.02,100,13
132,109.99,140,139.99,90,50.08,100,99.99,13
129.95,132,132,79.99,72,36,99.99,98.99,14
109.99,129.95,120.01,45.01,36,26,99.99,68,13.5
88.24,109.99,72,36,36,19.99,99.01,71.99,12.67
84.37,88.24,72,36,36,19.99,99,68,12
79.81,84.37,70,36,36,26,99.99,78.98,13
87.99,79.81,35.99,45,70,35.99,99.99,75.26,13
119.99,87.99,36,89.99,99.99,59.99,100,99.99,14.5
149.99,119.99,107.99,149.97,129.99,99.99,140,100,16.5
150,149.99,109.99,149.99,130,100,149.99,134.92,17.33
157.99,150,110,150,150,120,159.99,139.99,18.5
165.86,157.99,110,150,160,135.35,170,140,19
149.99,165.86,110,149.99,149.99,100,150,107.89,19
149.99,149.99,110,149.99,150,100,150,107.89,20
149.99,149.99,110,150,150,100,170,111.01,20
146,149.99,110,149.99,149.99,100,160,110,20.33
145.99,146,110,149.99,139.99,100,159.99,100,20
146,145.99,109.99,149.99,120.01,99.99,150,100,19
130.01,146,109.99,149.99,90,95,149.99,100,18
130,130.01,110,149.99,129.99,99.99,165.87,100,16.5
145.99,130,110,149.99,130,99.99,162.92,100,14.5
149.99,145.99,110,149.99,120,99.99,150,99.99,14
150,149.99,110,150,90,100,166.59,100,13.5
150,150,109.99,149.99,90,99.99,149.99,100,12.5
122,150,132,149.99,120.01,99.99,128.36,100,12
94,122,129.95,140,90,68,100,99.99,13
71.99,94,109.99,100.08,89.99,40.01,100,78.99,12
56.78,71.99,88.24,80,50.05,36,100,70.47,12
43.77,56.78,84.37,80,50.05,35.99,100,70,11.5
36,43.77,79.81,100.1,50.09,40,100,72,12
36,36,87.99,130,68,49.99,100,72,12
70.01,36,119.99,140.01,90,69.99,100,99.99,13
144.92,70.01,149.99,149.99,134.99,99.99,149.99,100,13.5
149.99,144.92,150,150,150,100,160,100,14.67
149.99,149.99,157.99,150,159.99,100,169.62,105.99,15
150,149.99,165.86,158.27,165.15,100,174.93,106,15
149.99,150,149.99,149.99,150,99.99,150,100,16
149.99,149.99,149.99,149.99,149.99,99.99,165.87,100,16
149.99,149.99,149.99,149.99,149.99,99.99,169,100,16.5
149.99,149.99,146,149.95,149.99,99.99,150,100,17.33
144.92,149.99,145.99,149.99,149.99,99.99,149.99,100,22
130,144.92,146,149.99,130,99.99,141.95,100,23
127.99,130,130.01,140,119.99,74.6,145,100,21.5
128.83,127.99,130,140,129.99,85.01,159.99,100,20.5
141.49,128.83,145.99,149.93,149.99,99.99,159.99,100,19.5
144.91,141.49,149.99,139.99,130,99.99,149.99,100,19
144.98,144.91,150,150,150,100,170,130,17
137.96,144.98,150,149.99,130,99.99,150,100,15.5
144.99,137.96,122,149.99,134.97,89.99,140,100.08,14.5
139.99,144.99,94,139.99,110,80,100,100,16
130,139.99,71.99,105,90,69.99,100,99.99,14.5
98,130,56.78,83.99,90,65.01,100,99.99,12.67
98,98,43.77,80.01,89.99,65.01,100,99.99,13
80.01,98,36,80.01,90,70,100,99.99,12
97.99,80.01,36,83.99,90,79.99,100,99.99,12.5
140,97.99,70.01,139.99,110.01,89.99,100.01,99.99,14.5
150,140,144.92,149.99,149.93,90,149.99,115,17.5
150,150,149.99,149.99,160,120.01,169.99,134.99,18.67
150,150,149.99,150,170,139.09,170,140,19.5
165.01,150,150,150,170.57,140.02,179.99,146.99,17.5
150,165.01,149.99,149.99,140,120.01,168.89,118,18.5
149.99,150,149.99,149.99,130.01,120.01,162.93,115,19.5
149.99,149.99,149.99,149.99,140,130.01,170,117.99,21.5
149.99,149.99,149.99,149.99,129.99,100.1,169.26,115,22
149.99,149.99,144.92,140.01,140.01,100.02,165,111.01,20.5
144.99,149.99,130,140.01,130,92,149.99,100,19.5
141.5,144.99,127.99,130,90,90,148.49,100,18
139.99,141.5,128.83,134.91,99.99,95.01,149.99,100,18
130,139.99,141.49,140,140,100.01,149.99,100,18.5
144.99,130,144.91,139.99,129.99,92,139.99,100,17.33
149.99,144.99,144.98,150,149.99,120.01,165.87,115,17
149.99,149.99,137.96,149.99,134.92,90,140.01,100,14.5
139.99,149.99,144.99,149.99,135,89.99,100,119.99,13
134.96,139.99,139.99,139.99,99,89.99,99.99,100,13.5
126.99,134.96,130,130,89.99,72,99.99,99.99,13
119.99,126.99,98,129.99,80,69.99,99.99,99.99,12.33
117,119.99,98,129.99,72,50.01,99.99,99.99,12
117,117,80.01,129.99,90,60.99,99.99,99.99,12
117,117,97.99,129.99,100.01,72,99.99,99.99,12.5
135,117,140,149.97,129.99,89.99,100,100,13
149.99,135,150,149.99,149.93,90,140,110.2,14
150,149.99,150,160,150,129.99,156,136.99,14.33
150,150,150,165.01,150,135,160,140,16
169.99,150,165.01,170.6,160.01,140.04,168.05,144.44,16
150,169.99,150,150,139.99,120.01,140,121,17
150,150,149.99,150,140,129.99,140,121,17
150,150,149.99,154,140,130,140,140,17.5
150,150,149.99,150,130,129.99,119.98,139.99,17
150,150,149.99,150,129.99,120,100.05,139.99,17
150,150,144.99,149.99,123.87,90,100.04,111.01,18
149.99,150,141.5,149.99,90,90,100,100.09,17.5
149.99,149.99,139.99,149.99,119.99,120,110,121,17
149.99,149.99,130,149.99,130.01,120.01,140,120.01,16.5
150,149.99,144.99,141.49,119.99,90,120,110.01,16.67
150,150,149.99,150,149.99,130,156.01,144.87,15.5
149.99,150,149.99,150,139.99,90,120,122.05,14
144.97,149.99,139.99,149.99,139.99,99.99,100,107.99,13.5
141.99,144.97,134.96,140,84.99,90,99.99,100,13
132,141.99,126.99,130,72,69.99,99.99,99.99,13
129.99,132,119.99,129.97,69.99,60,99.99,99.99,13
129.99,129.99,117,126,60,50.01,99.99,99.99,13
129.99,129.99,117,130,70,60.01,99.99,99.99,13
129.99,129.99,117,129.99,72,71.99,99.99,99.99,13
144.99,129.99,135,139.99,129.99,99.99,99.99,100,13
149.99,144.99,149.99,139.99,130,100,100,100,14
150,149.99,150,150,150,132.99,150,119.8,14.33
150,150,150,150,150,144.11,153.01,120,15.5
150,150,169.99,149.99,165.84,150,159.99,120,17
150,150,150,129.99,130,131.11,100.1,100.06,17
150,150,150,110,134.95,120,123.74,111,17.5
150,150,150,149.94,139.99,130,135,120.01,18
150,150,150,130,130,130,100.1,120,18
150,150,150,140,130,130,122.49,119.99,18
150,150,150,130,129.99,120,100.07,100.04,18
149.99,150,149.99,110,98,100,100,100,19.5
149.99,149.99,149.99,110,108,100,125.74,111,18
150,149.99,149.99,130,120,119.99,138,110.03,17.5
149.99,150,150,110,90.01,100,100.1,100.08,17
150,149.99,150,150,149.99,129.99,150,139.77,16.5
149.99,150,149.99,149.99,135.02,100,137.99,119.63,15
144.96,149.99,144.97,120,129.93,99.99,99.99,120,15
140,144.96,141.99,110,90,99.99,99.99,100,14.5
139.99,140,132,109.99,67.99,94.99,99.99,100,14.5
130.99,139.99,129.99,103,36,71.99,98.99,100,13.67
130.99,130.99,129.99,102.99,36,60.01,94,100,13.5
130,130.99,129.99,102.99,36,60.01,98.99,100,13
120.01,130,129.99,80.01,36,69.99,80.58,99.99,14.5
139.99,120.01,144.99,109.99,44,94.99,99.99,100,16
144.76,139.99,149.99,140,89.99,99.99,99.99,100,17.5
149.99,144.76,150,149.99,90,100,100,127.62,18.33
150,149.99,150,150,127.99,100,120,130.01,19
150,150,150,170.01,160,130,135,139.99,19.5
149.99,150,150,150,110.01,100,100,120,20
149.99,149.99,150,149.99,108,100,100,111,21
149.99,149.99,150,149.99,90,100,100,110.08,21.5
149.99,149.99,150,149.99,90,99.99,100,100.06,22
149.99,149.99,150,140,90,99.99,100,100,22
149.99,149.99,150,120,89.99,99.99,99.99,100,21.5
144.97,149.99,149.99,119.99,89.99,80,99.99,100,20.5
145,144.97,149.99,119.99,90,99.99,100,119,19.5
149.99,145,150,129.99,90,99.99,100,120,19.5
149.99,149.99,149.99,110,90,99.99,100,100.09,19
149.99,149.99,150,149.99,90,100,115.77,140,19.5
149.99,149.99,149.99,134.91,89.99,99.99,100,130,18
140.99,149.99,144.96,140,140,129.94,99.99,100,17.5
134.94,140.99,140,132,80,90,90,99.99,17.5
125,134.94,139.99,120.01,43.99,50,70.01,99.99,16.5
72,125,130.99,72,36,36,50.03,98,16
84,72,130.99,72,36,36,49.99,86,15.5
72,84,130,70,36,36,36,86,16
46.75,72,120.01,35.99,35.99,35.99,35,71.99,16
71.99,46.75,139.99,36,35.99,35.99,26,68,17
120.01,71.99,144.76,107.99,40,54.99,36,98,18
140,120.01,149.99,109.99,89.99,89.99,72,99.99,18.67
149.99,140,150,110,90,89.99,90,100,19
144.99,149.99,150,110,123,89.99,99.99,100,20
149.99,144.99,149.99,110,90.01,89.99,98.99,100,20
149.99,149.99,149.99,110,98,89.99,90,100,20
149.99,149.99,149.99,110,90,89.99,89.99,100,21
144.97,149.99,149.99,110,90,89.99,71.99,100,21.33
139.99,144.97,149.99,110,90,89.99,69.99,100,21
135.99,139.99,149.99,109.99,89.99,72,70.01,100,20.5
135.99,135.99,144.97,109.99,90,89.99,83.99,100,20
140,135.99,145,110,129.99,89.99,99.99,119.99,20
149.99,140,149.99,110,150,90,99.99,139.99,19
149.99,149.99,149.99,110,149.99,90,99.99,119.99,18.67
144.96,149.99,149.99,110,149.99,90,99.99,131.38,18
144.9,144.96,149.99,109.99,97.99,89.99,99.99,100.02,18
135.29,144.9,140.99,132,139.99,90,50.08,100,17
129.99,135.29,134.94,129.95,79.99,72,36,99.99,17.5
72,129.99,125,109.99,45.01,36,26,99.99,16.5
71.99,72,72,88.24,36,36,19.99,99.01,16
71.99,71.99,84,84.37,36,36,19.99,99,16
71.99,71.99,72,79.81,36,36,26,99.99,16
69.99,71.99,46.75,87.99,45,70,35.99,99.99,17
131.99,69.99,71.99,119.99,89.99,99.99,59.99,100,18.5
149.99,131.99,120.01,149.99,149.97,129.99,99.99,140,19
150,149.99,140,150,149.99,130,100,149.99,19.67
154.91,150,149.99,157.99,150,150,120,159.99,20.5
168.04,154.91,144.99,165.86,150,160,135.35,170,20
150,168.04,149.99,149.99,149.99,149.99,100,150,21
150,150,149.99,149.99,149.99,150,100,150,21.5
150,150,149.99,149.99,150,150,100,170,22
150,150,144.97,146,149.99,149.99,100,160,22.67
150,150,139.99,145.99,149.99,139.99,100,159.99,22.5
149.99,150,135.99,146,149.99,120.01,99.99,150,22
149.99,149.99,135.99,130.01,149.99,90,95,149.99,23
149.99,149.99,140,130,149.99,129.99,99.99,165.87,21
149.99,149.99,149.99,145.99,149.99,130,99.99,162.92,21
149.99,149.99,149.99,149.99,149.99,120,99.99,150,21
149.99,149.99,144.96,150,150,90,100,166.59,21.5
149.99,149.99,144.9,150,149.99,90,99.99,149.99,19
149.99,149.99,135.29,122,149.99,120.01,99.99,128.36,20.5
143.53,149.99,129.99,94,140,90,68,100,20.5
130,143.53,72,71.99,100.08,89.99,40.01,100,19
129.94,130,71.99,56.78,80,50.05,36,100,17.67
130,129.94,71.99,43.77,80,50.05,35.99,100,16.5
130,130,71.99,36,100.1,50.09,40,100,17
129.99,130,69.99,36,130,68,49.99,100,16.5
149.98,129.99,131.99,70.01,140.01,90,69.99,100,18.5
149.99,149.98,149.99,144.92,149.99,134.99,99.99,149.99,20.5
150,149.99,150,149.99,150,150,100,160,21.67
160,150,154.91,149.99,150,159.99,100,169.62,23
169.99,160,168.04,150,158.27,165.15,100,174.93,23.5
150,169.99,150,149.99,149.99,150,99.99,150,23.5
150,150,150,149.99,149.99,149.99,99.99,165.87,26
150,150,150,149.99,149.99,149.99,99.99,169,25
150,150,150,149.99,149.95,149.99,99.99,150,25
