Open,High,Low,Close,Volume,Adj Close
197.933105,205.479813,190.819763,385.850677,16045600,192.73259
186.291733,187.292984,177.913132,370.193665,22525200,184.911911
185.967941,186.789871,172.040146,345.062653,22191600,172.358963
164.463547,178.824722,162.446106,337.184265,23741400,168.423706
171.616745,173.634171,160.234406,328.079254,16210400,163.875748
155.995285,170.306656,154.570633,331.091003,21274900,165.380112
177.230698,190.261856,172.229446,379.976776,17877700,189.798584
196.030228,196.513412,177.833435,361.716919,15627800,180.67778
176.662827,178.829697,168.782364,338.241364,13493100,168.951721
165.758698,177.584366,154.142242,352.053436,32601000,175.850861
188.77243,192.279297,181.096207,371.519989,28605100,185.574417
189.165955,189.778656,179.123596,378.281464,13557400,188.951767
185.499695,191.173431,180.324097,361.756836,11607200,180.697708
177.828461,184.154739,171.357712,354.696198,13169100,177.170914
176.164688,178.331573,168.363937,351.355377,13006300,175.502182
162.625443,174.580627,161.763672,338.361053,14773100,169.011505
166.779861,170.859573,162.192062,328.587891,12447800,164.129807
